time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-14 00:00:00+00:00,1.0,1.0,6.0,1.0
2024-10-15 00:00:00+00:00,,,1.0,1.0
2024-10-16 00:00:00+00:00,,,3.0,1.0
2024-10-18 00:00:00+00:00,,,23.0,1.0
2024-10-19 00:00:00+00:00,,,21.0,1.0
2024-10-20 00:00:00+00:00,6.0,1.0,,
2024-10-21 00:00:00+00:00,1.0,1.0,,
2024-10-23 00:00:00+00:00,108.0,20.0,254.0,2.0
2024-10-24 00:00:00+00:00,,,3.0,2.0
2024-10-25 00:00:00+00:00,7.0,3.0,,
2024-10-27 00:00:00+00:00,18.0,4.0,,
