time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-04 00:00:00+00:00,1.0,1.0,,
2024-10-05 00:00:00+00:00,20.0,9.0,76.0,3.0
2024-10-06 00:00:00+00:00,36.0,9.0,51.0,2.0
2024-10-07 00:00:00+00:00,1.0,1.0,,
2024-10-08 00:00:00+00:00,,,2.0,1.0
2024-10-12 00:00:00+00:00,,,3.0,1.0
2024-10-13 00:00:00+00:00,6.0,1.0,,
2024-10-14 00:00:00+00:00,1.0,1.0,6.0,1.0
2024-10-15 00:00:00+00:00,,,1.0,1.0
2024-10-16 00:00:00+00:00,,,3.0,1.0
