time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-16 00:00:00+00:00,1,1,9.0,2.0
2024-10-17 00:00:00+00:00,16,9,6.0,1.0
2024-10-18 00:00:00+00:00,933,31,573.0,4.0
2024-10-19 00:00:00+00:00,7,2,,
2024-10-20 00:00:00+00:00,1,1,,
